input_symbol,expression_symbol,match_mode,expression_row_1based,prevalence_cells,included_after_prevalence
Agxt,AGXT,case_insensitive_unique,5398.0,7.0,False
Agxt2,AGXT2,case_insensitive_unique,8770.0,1.0,False
Ahcy,AHCY,case_insensitive_unique,29545.0,19650.0,True
Ahcyl1,AHCYL1,case_insensitive_unique,1529.0,28866.0,True
Ahcyl2,AHCYL2,case_insensitive_unique,12917.0,17136.0,True
Aicda,AICDA,case_insensitive_unique,20281.0,107.0,True
Aifm1,AIFM1,case_insensitive_unique,14143.0,12779.0,True
Aifm2,AIFM2,case_insensitive_unique,19412.0,9043.0,True
Aifm3,AIFM3,case_insensitive_unique,32256.0,474.0,True
Ak1,AK1,case_insensitive_unique,16665.0,9553.0,True
Ak2,AK2,case_insensitive_unique,705.0,21415.0,True
Ak3,AK3,case_insensitive_unique,15766.0,27260.0,True
Ak4,AK4,case_insensitive_unique,1168.0,15735.0,True
Ak5,AK5,case_insensitive_unique,1257.0,1500.0,True
Ak6,AK6,case_insensitive_unique,9012.0,19150.0,True
Ak7,AK7,case_insensitive_unique,23576.0,130.0,True
Ak8,AK8,case_insensitive_unique,16786.0,482.0,True
Ak9,AK9,case_insensitive_unique,11281.0,4824.0,True
Akd1,,unmatched,,,False
Akd2,,unmatched,,,False
Akp1,,unmatched,,,False
Akp3,,unmatched,,,False
Akp4,,unmatched,,,False
Akr1a1,AKR1A1,case_insensitive_unique,937.0,26432.0,True
Akr1b1,AKR1B1,case_insensitive_unique,12967.0,26311.0,True
Akr1b10,AKR1B10,case_insensitive_unique,12968.0,545.0,True
Akr1b3,,unmatched,,,False
Akr1b7,,unmatched,,,False
Akr1b8,,unmatched,,,False
Akr1c1,AKR1C1,case_insensitive_unique,18924.0,3386.0,True
Akr1c2,AKR1C2,case_insensitive_unique,18925.0,3536.0,True
Akr1c3,AKR1C3,case_insensitive_unique,18927.0,13207.0,True
Akr1d1,AKR1D1,case_insensitive_unique,12999.0,10.0,False
Akr1e2,AKR1E2,case_insensitive_unique,18923.0,545.0,True
Akr7a5,,unmatched,,,False
Alad,ALAD,case_insensitive_unique,16507.0,8563.0,True
Alas1,ALAS1,case_insensitive_unique,5979.0,10873.0,True
Alas2,ALAS2,case_insensitive_unique,13750.0,13.0,False
Aldh18a1,ALDH18A1,case_insensitive_unique,19690.0,11236.0,True
Aldh1a1,ALDH1A1,case_insensitive_unique,16174.0,1424.0,True
Aldh1a2,ALDH1A2,case_insensitive_unique,24412.0,1907.0,True
Aldh1a3,ALDH1A3,case_insensitive_unique,25027.0,2676.0,True
Aldh1a7,,unmatched,,,False
Aldh1b1,ALDH1B1,case_insensitive_unique,16053.0,5690.0,True
Aldh1l1,ALDH1L1,case_insensitive_unique,6443.0,1312.0,True
Aldh1l2,ALDH1L2,case_insensitive_unique,21422.0,6155.0,True
Aldh2,ALDH2,case_insensitive_unique,21517.0,35226.0,True
Aldh3a1,ALDH3A1,case_insensitive_unique,27100.0,192.0,True
Aldh3a2,ALDH3A2,case_insensitive_unique,27095.0,21899.0,True
Aldh3b1,ALDH3B1,case_insensitive_unique,18104.0,3589.0,True
Aldh3b2,ALDH3B2,case_insensitive_unique,18101.0,0.0,False
Aldh4a1,ALDH4A1,case_insensitive_unique,404.0,2228.0,True
Aldh5a1,ALDH5A1,case_insensitive_unique,10376.0,5420.0,True
Aldh6a1,ALDH6A1,case_insensitive_unique,23319.0,11923.0,True
Aldh7a1,ALDH7A1,case_insensitive_unique,9427.0,28966.0,True
Aldh9a1,ALDH9A1,case_insensitive_unique,2245.0,21941.0,True
Aldoa,ALDOA,case_insensitive_unique,25702.0,10707.0,True
Aldoart1,,unmatched,,,False
Aldoart2,,unmatched,,,False
Aldob,ALDOB,case_insensitive_unique,16408.0,78.0,True
Aldoc,ALDOC,case_insensitive_unique,27181.0,3192.0,True
Allc,ALLC,case_insensitive_unique,3212.0,1541.0,True
Alox15,ALOX15,case_insensitive_unique,26710.0,81.0,True
Alox15b,ALOX15B,case_insensitive_unique,26859.0,823.0,True
Alox5,ALOX5,case_insensitive_unique,19246.0,3518.0,True
Alpi,ALPI,case_insensitive_unique,5286.0,2.0,False
Alpl,ALPL,case_insensitive_unique,457.0,3502.0,True
Alpp,ALPP,case_insensitive_unique,5282.0,66.0,True
Alppl2,,unmatched,,,False
Amacr,AMACR,case_insensitive_unique,8758.0,894.0,True
Amdhd1,AMDHD1,case_insensitive_unique,21337.0,398.0,True
Amdhd2,AMDHD2,case_insensitive_unique,25219.0,6564.0,True
Ampd1,AMPD1,case_insensitive_unique,1616.0,3.0,False
Ampd2,AMPD2,case_insensitive_unique,1515.0,7119.0,True
Ampd3,AMPD3,case_insensitive_unique,17271.0,2315.0,True
Amt,AMT,case_insensitive_unique,5900.0,1483.0,True
Amy1,,unmatched,,,False
Amy1a,AMY1A,case_insensitive_unique,1465.0,0.0,False
Amy1b,AMY1B,case_insensitive_unique,1466.0,0.0,False
Amy1c,AMY1C,case_insensitive_unique,1467.0,0.0,False
Amy2-3,,unmatched,,,False
Amy2a,AMY2A,case_insensitive_unique,1464.0,28.0,True
Amy2a1,,unmatched,,,False
Amy2a2,,unmatched,,,False
Amy2a3,,unmatched,,,False
Amy2a4,,unmatched,,,False
Amy2a5,,unmatched,,,False
Amy2b,AMY2B,case_insensitive_unique,1463.0,1093.0,True
Aoc1,AOC1,case_insensitive_unique,13235.0,14.0,False
Aoc2,AOC2,case_insensitive_unique,27629.0,341.0,True
Aoc2-ps1,,unmatched,,,False
Aoc3,AOC3,case_insensitive_unique,27630.0,764.0,True
Aox1,AOX1,case_insensitive_unique,4947.0,12512.0,True
Aox2,,unmatched,,,False
Aox3,,unmatched,,,False
Aox4,,unmatched,,,False
Apoa1bp,,unmatched,,,False
Apobec1,APOBEC1,case_insensitive_unique,20255.0,0.0,False
Apobec2,APOBEC2,case_insensitive_unique,10829.0,9.0,False
Apobec3,,unmatched,,,False
Apobec4,APOBEC4,case_insensitive_unique,2445.0,2.0,False
Aprt,APRT,case_insensitive_unique,26529.0,38437.0,True
Arg1,ARG1,case_insensitive_unique,11418.0,8.0,False
Arg2,ARG2,case_insensitive_unique,23230.0,3957.0,True
Arsa,ARSA,case_insensitive_unique,32966.0,4544.0,True
Arsb,ARSB,case_insensitive_unique,9112.0,4629.0,True
Arsd,ARSD,case_insensitive_unique,13358.0,10023.0,True
Arse,ARSE,case_insensitive_unique,13360.0,2747.0,True
Arsf,ARSF,case_insensitive_unique,13362.0,2.0,False
Arsg,ARSG,case_insensitive_unique,28117.0,11478.0,True
Arsh,ARSH,case_insensitive_unique,13361.0,0.0,False
Arsi,ARSI,case_insensitive_unique,9805.0,2219.0,True
Arsj,ARSJ,case_insensitive_unique,8003.0,2502.0,True
Arsk,ARSK,case_insensitive_unique,9232.0,4385.0,True
As3mt,AS3MT,case_insensitive_unique,19826.0,27.0,True
Asah1,ASAH1,case_insensitive_unique,14597.0,31788.0,True
Asah2,ASAH2,case_insensitive_unique,19304.0,240.0,True
Asah2c,,unmatched,,,False
Asl,ASL,case_insensitive_unique,12370.0,10583.0,True
Asmt,ASMT,case_insensitive_unique,13348.0,50.0,True
Asns,ASNS,case_insensitive_unique,12581.0,7953.0,True
Aspg,ASPG,case_insensitive_unique,23694.0,353.0,True
Asrgl1,ASRGL1,case_insensitive_unique,17842.0,5476.0,True
Ass1,ASS1,case_insensitive_unique,16755.0,11038.0,True
Atad1,ATAD1,case_insensitive_unique,19602.0,19862.0,True
Atad2,ATAD2,case_insensitive_unique,15470.0,8532.0,True
Atad3a,ATAD3A,case_insensitive_unique,65.0,8798.0,True
Atad3b,ATAD3B,case_insensitive_unique,64.0,7224.0,True
Atad3c,ATAD3C,case_insensitive_unique,63.0,672.0,True
Atic,ATIC,case_insensitive_unique,5069.0,17308.0,True
Atp10a,ATP10A,case_insensitive_unique,23994.0,5250.0,True
Atp1a1,ATP1A1,case_insensitive_unique,1634.0,36968.0,True
Atp1a2,ATP1A2,case_insensitive_unique,2149.0,1411.0,True
Atp1a3,ATP1A3,case_insensitive_unique,31295.0,582.0,True
Atp1a4,ATP1A4,case_insensitive_unique,2150.0,10.0,False
Atp1b1,ATP1B1,case_insensitive_unique,2289.0,33124.0,True
Atp1b2,ATP1B2,case_insensitive_unique,26843.0,3954.0,True
Atp1b3,ATP1B3,case_insensitive_unique,6614.0,38979.0,True
Atp1b4,ATP1B4,case_insensitive_unique,14095.0,2.0,False
Atp2b1,ATP2B1,case_insensitive_unique,21276.0,23695.0,True
Atp2b2,ATP2B2,case_insensitive_unique,5526.0,271.0,True
Atp2b3,ATP2B3,case_insensitive_unique,14328.0,46.0,True
Atp2b4,ATP2B4,case_insensitive_unique,2609.0,24580.0,True
Atp4b,ATP4B,case_insensitive_unique,22513.0,88.0,True
Atp5a1,,unmatched,,,False
Atp5b,,unmatched,,,False
Atp5c1,,unmatched,,,False
Atp5d,,unmatched,,,False
Atp5e,,unmatched,,,False
Atp5f1,,unmatched,,,False
Atp5g1,,unmatched,,,False
Atp5g2,,unmatched,,,False
Atp5g3,,unmatched,,,False
Atp5h,,unmatched,,,False
Atp5i,,unmatched,,,False
Atp5j,,unmatched,,,False
Atp5j2,,unmatched,,,False
Atp5l,,unmatched,,,False
Atp5o,,unmatched,,,False
Atp6v0a1,ATP6V0A1,case_insensitive_unique,27604.0,13552.0,True
Atp6v0a2,ATP6V0A2,case_insensitive_unique,21734.0,9148.0,True
Atp6v0a4,ATP6V0A4,case_insensitive_unique,13003.0,175.0,True
Atp6v0b,ATP6V0B,case_insensitive_unique,905.0,37451.0,True
Atp6v0c,ATP6V0C,case_insensitive_unique,25217.0,843.0,True
Atp6v0d1,ATP6V0D1,case_insensitive_unique,26140.0,25744.0,True
Atp6v0d2,ATP6V0D2,case_insensitive_unique,15190.0,229.0,True
Atp6v0e1,ATP6V0E1,case_insensitive_unique,9999.0,46990.0,True
Atp6v1a,ATP6V1A,case_insensitive_unique,6328.0,19114.0,True
Atp6v1b1,ATP6V1B1,case_insensitive_unique,3853.0,136.0,True
Atp6v1b2,ATP6V1B2,case_insensitive_unique,14615.0,17291.0,True
Atp6v1c1,ATP6V1C1,case_insensitive_unique,15356.0,14287.0,True
Atp6v1c2,ATP6V1C2,case_insensitive_unique,3283.0,113.0,True
Atp6v1d,ATP6V1D,case_insensitive_unique,23224.0,26320.0,True
Atp6v1e1,ATP6V1E1,case_insensitive_unique,32171.0,23751.0,True
Atp6v1e2,ATP6V1E2,case_insensitive_unique,3640.0,4735.0,True
Atp6v1f,ATP6V1F,case_insensitive_unique,12909.0,40093.0,True
Atp6v1g1,ATP6V1G1,case_insensitive_unique,16523.0,47047.0,True
Atp6v1g2,ATP6V1G2,case_insensitive_unique,10608.0,1093.0,True
Atp6v1g3,ATP6V1G3,case_insensitive_unique,2528.0,10.0,False
Atp6v1h,ATP6V1H,case_insensitive_unique,14933.0,18678.0,True
Atp8a1,ATP8A1,case_insensitive_unique,7503.0,4069.0,True
Auh,AUH,case_insensitive_unique,16284.0,9074.0,True
Awat1,AWAT1,case_insensitive_unique,13807.0,2.0,False
Awat2,AWAT2,case_insensitive_unique,13801.0,9.0,False
B3galt1,B3GALT1,case_insensitive_unique,4684.0,1627.0,True
B3galt2,B3GALT2,case_insensitive_unique,2503.0,362.0,True
B3galt4,B3GALT4,case_insensitive_unique,10715.0,5229.0,True
B3galt5,B3GALT5,case_insensitive_unique,33308.0,455.0,True
B3galt6,B3GALT6,case_insensitive_unique,41.0,9804.0,True
B4galt1,B4GALT1,case_insensitive_unique,15927.0,25660.0,True
B4galt2,B4GALT2,case_insensitive_unique,906.0,13332.0,True
B4galt3,B4GALT3,case_insensitive_unique,2190.0,10067.0,True
B4galt4,B4GALT4,case_insensitive_unique,6360.0,21500.0,True
B4galt5,B4GALT5,case_insensitive_unique,29789.0,17366.0,True
B4galt6,B4GALT6,case_insensitive_unique,28754.0,2705.0,True
B4galt7,B4GALT7,case_insensitive_unique,10082.0,14818.0,True
Baat,BAAT,case_insensitive_unique,16405.0,117.0,True
Bbox1,BBOX1,case_insensitive_unique,17417.0,94.0,True
Bbox2,,unmatched,,,False
Bcat1,BCAT1,case_insensitive_unique,20478.0,16659.0,True
Bcat2,BCAT2,case_insensitive_unique,31552.0,9099.0,True
Bckdha,BCKDHA,case_insensitive_unique,31269.0,766.0,True
Bckdhb,BCKDHB,case_insensitive_unique,11120.0,8319.0,True
Bckdk,BCKDK,case_insensitive_unique,25774.0,14405.0,True
Bcmo1,,unmatched,,,False
Bdh1,BDH1,case_insensitive_unique,7138.0,2807.0,True
Bdh2,BDH2,case_insensitive_unique,7919.0,22653.0,True
Bhmt,BHMT,case_insensitive_unique,9115.0,138.0,True
Bhmt2,BHMT2,case_insensitive_unique,9114.0,5342.0,True
Blvra,BLVRA,case_insensitive_unique,12225.0,20900.0,True
Blvrb,BLVRB,case_insensitive_unique,31237.0,28478.0,True
Bp3,,unmatched,,,False
Bpgm,BPGM,case_insensitive_unique,12970.0,13129.0,True
Bphl,BPHL,case_insensitive_unique,10203.0,11128.0,True
Bpnt1,BPNT1,case_insensitive_unique,2799.0,7195.0,True
Bst1,BST1,case_insensitive_unique,7348.0,10407.0,True
C12orf5,,unmatched,,,False
Cad,CAD,case_insensitive_unique,3454.0,8918.0,True
Cant1,CANT1,case_insensitive_unique,28320.0,11609.0,True
Car5a,,unmatched,,,False
Car5b,,unmatched,,,False
Carns1,CARNS1,case_insensitive_unique,18082.0,1520.0,True
Cars2,CARS2,case_insensitive_unique,22466.0,18466.0,True
Casp1,CASP1,case_insensitive_unique,18482.0,6568.0,True
Casp12,,unmatched,,,False
Casp2,CASP2,case_insensitive_unique,13147.0,9434.0,True
Casp3,CASP3,case_insensitive_unique,8438.0,11932.0,True
Casp4,CASP4,case_insensitive_unique,18480.0,21010.0,True
Casp6,CASP6,case_insensitive_unique,7966.0,8812.0,True
Casp7,CASP7,case_insensitive_unique,19897.0,5825.0,True
Casp8,CASP8,case_insensitive_unique,4962.0,8327.0,True
Casp9,CASP9,case_insensitive_unique,331.0,2869.0,True
Cat,CAT,case_insensitive_unique,17486.0,19491.0,True
Cbr1,CBR1,case_insensitive_unique,33257.0,20435.0,True
Cbr2,,unmatched,,,False
Cbr3,CBR3,case_insensitive_unique,33260.0,3822.0,True
Cbr4,CBR4,case_insensitive_unique,8341.0,8990.0,True
Cbs,CBS,case_insensitive_unique,33358.0,403.0,True
Ccbl1,,unmatched,,,False
Ccbl2,,unmatched,,,False
Cd38,CD38,case_insensitive_unique,7349.0,1708.0,True
Cda,CDA,case_insensitive_unique,443.0,2101.0,True
Cdipt,CDIPT,case_insensitive_unique,25688.0,17571.0,True
Cdo1,CDO1,case_insensitive_unique,9357.0,14104.0,True
Cds1,CDS1,case_insensitive_unique,7802.0,1845.0,True
Cds2,CDS2,case_insensitive_unique,29250.0,15101.0,True
Cel,CEL,case_insensitive_unique,16791.0,295.0,True
Cept1,CEPT1,case_insensitive_unique,1558.0,8438.0,True
Cers1,CERS1,case_insensitive_unique,30784.0,3543.0,True
Cers2,CERS2,case_insensitive_unique,1820.0,30168.0,True
Cers3,CERS3,case_insensitive_unique,25019.0,25.0,True
Cers4,CERS4,case_insensitive_unique,30366.0,6494.0,True
Cers5,CERS5,case_insensitive_unique,20747.0,14881.0,True
Cers6,CERS6,case_insensitive_unique,4686.0,11739.0,True
Ces1a,,unmatched,,,False
Ces1b,,unmatched,,,False
Ces1c,,unmatched,,,False
Ces1d,,unmatched,,,False
Ces1e,,unmatched,,,False
Ces1f,,unmatched,,,False
Ces1g,,unmatched,,,False
Ces1h,,unmatched,,,False
Ces2,CES2,case_insensitive_unique,26114.0,11648.0,True
Ces2a,,unmatched,,,False
Ces2b,,unmatched,,,False
Ces2c,,unmatched,,,False
Ces2e,,unmatched,,,False
Ces2f,,unmatched,,,False
Ces2g,,unmatched,,,False
Ces2h,,unmatched,,,False
Ces2i,,unmatched,,,False
Ces2j,,unmatched,,,False
Ces3,CES3,case_insensitive_unique,26115.0,165.0,True
Ces3a,,unmatched,,,False
Ces3b,,unmatched,,,False
Ces5a,CES5A,case_insensitive_unique,25982.0,17.0,False
Cesl1,,unmatched,,,False
Chat,CHAT,case_insensitive_unique,19295.0,0.0,False
Chdh,CHDH,case_insensitive_unique,6017.0,3315.0,True
Chka,CHKA,case_insensitive_unique,18109.0,12977.0,True
Chkb,CHKB,case_insensitive_unique,32962.0,4312.0,True
Chpt1,CHPT1,case_insensitive_unique,21382.0,23422.0,True
Chst1,CHST1,case_insensitive_unique,17561.0,2184.0,True
Chst10,CHST10,case_insensitive_unique,4205.0,5834.0,True
Chst11,CHST11,case_insensitive_unique,21419.0,9359.0,True
Chst12,CHST12,case_insensitive_unique,11849.0,17415.0,True
Chst13,CHST13,case_insensitive_unique,6453.0,394.0,True
Chst14,CHST14,case_insensitive_unique,24153.0,8210.0,True
Chst15,CHST15,case_insensitive_unique,19996.0,11148.0,True
Chst2,CHST2,case_insensitive_unique,6630.0,4898.0,True
Chst3,CHST3,case_insensitive_unique,19438.0,5083.0,True
Chst4,CHST4,case_insensitive_unique,26250.0,682.0,True
Chst5,CHST5,case_insensitive_unique,26316.0,4.0,False
Chst6,CHST6,case_insensitive_unique,26312.0,801.0,True
Chst7,CHST7,case_insensitive_unique,13603.0,5881.0,True
Chst8,CHST8,case_insensitive_unique,30976.0,48.0,True
Chst9,CHST9,case_insensitive_unique,28729.0,3078.0,True
Ckb,CKB,case_insensitive_unique,23675.0,17711.0,True
Ckm,CKM,case_insensitive_unique,31415.0,1541.0,True
Ckmt1,,unmatched,,,False
Ckmt1a,CKMT1A,case_insensitive_unique,24243.0,511.0,True
Ckmt1b,CKMT1B,case_insensitive_unique,24239.0,486.0,True
Ckmt2,CKMT2,case_insensitive_unique,9140.0,1081.0,True
Clybl,CLYBL,case_insensitive_unique,22392.0,4105.0,True
Cmas,CMAS,case_insensitive_unique,20461.0,20822.0,True
Cmpk1,CMPK1,case_insensitive_unique,978.0,30072.0,True
Cmpk2,CMPK2,case_insensitive_unique,3229.0,3481.0,True
Coasy,COASY,case_insensitive_unique,27608.0,13397.0,True
Colgalt1,COLGALT1,case_insensitive_unique,30733.0,13625.0,True
Colgalt2,COLGALT2,case_insensitive_unique,2447.0,1312.0,True
Comt,COMT,case_insensitive_unique,32225.0,32898.0,True
Comtd1,COMTD1,case_insensitive_unique,19499.0,10085.0,True
Coq2,COQ2,case_insensitive_unique,7793.0,8940.0,True
Coq3,COQ3,case_insensitive_unique,11216.0,5491.0,True
Coq4,COQ4,case_insensitive_unique,16688.0,19379.0,True
Coq5,COQ5,case_insensitive_unique,21646.0,12604.0,True
Coq6,COQ6,case_insensitive_unique,23316.0,9370.0,True
Coq7,COQ7,case_insensitive_unique,25492.0,10875.0,True
Coq8a,COQ8A,case_insensitive_unique,2879.0,6664.0,True
Coq8b,COQ8B,case_insensitive_unique,31242.0,9948.0,True
Coq9,COQ9,case_insensitive_unique,26026.0,15703.0,True
Cox1,,unmatched,,,False
Cox10,COX10,case_insensitive_unique,26959.0,6132.0,True
Cox11,COX11,case_insensitive_unique,27918.0,22884.0,True
Cox14,COX14,case_insensitive_unique,20745.0,32331.0,True
Cox15,COX15,case_insensitive_unique,19749.0,10522.0,True
Cox16,COX16,case_insensitive_unique,23260.0,12996.0,True
Cox17,COX17,case_insensitive_unique,6373.0,33554.0,True
Cox18,COX18,case_insensitive_unique,7689.0,5251.0,True
Cox19,COX19,case_insensitive_unique,11816.0,14641.0,True
Cox2,,unmatched,,,False
Cox20,COX20,case_insensitive_unique,3067.0,31349.0,True
Cox3,,unmatched,,,False
Cox4i1,COX4I1,case_insensitive_unique,26449.0,51750.0,True
Cox4i2,COX4I2,case_insensitive_unique,29482.0,3722.0,True
Cox5a,COX5A,case_insensitive_unique,24667.0,38936.0,True
Cox5b,COX5B,case_insensitive_unique,4174.0,49021.0,True
Cox6a1,COX6A1,case_insensitive_unique,21638.0,48016.0,True
Cox6a2,COX6A2,case_insensitive_unique,25789.0,35.0,True
Cox6b1,COX6B1,case_insensitive_unique,31045.0,47586.0,True
Cox6b2,COX6B2,case_insensitive_unique,31870.0,378.0,True
Cox6c,COX6C,case_insensitive_unique,15312.0,50206.0,True
Cox6c2,,unmatched,,,False
Cox7a1,COX7A1,case_insensitive_unique,31084.0,19834.0,True
Cox7a2,COX7A2,case_insensitive_unique,11092.0,46694.0,True
Cox7a2l,COX7A2L,case_insensitive_unique,3600.0,39526.0,True
Cox7b,COX7B,case_insensitive_unique,13881.0,45465.0,True
Cox7b2,COX7B2,case_insensitive_unique,7521.0,1.0,False
Cox7c,COX7C,case_insensitive_unique,9174.0,51678.0,True
Cox8a,COX8A,case_insensitive_unique,17906.0,45879.0,True
Cox8b,,unmatched,,,False
Cox8c,COX8C,case_insensitive_unique,23523.0,23.0,True
Cp,CP,case_insensitive_unique,6665.0,328.0,True
Cpox,CPOX,case_insensitive_unique,6218.0,7219.0,True
Cps1,CPS1,case_insensitive_unique,5052.0,1549.0,True
Cpt1a,CPT1A,case_insensitive_unique,18118.0,8561.0,True
Cpt1b,CPT1B,case_insensitive_unique,32960.0,483.0,True
Cpt1c,CPT1C,case_insensitive_unique,31615.0,3710.0,True
Cpt2,CPT2,case_insensitive_unique,1044.0,5037.0,True
Crat,CRAT,case_insensitive_unique,16720.0,9519.0,True
Crls1,CRLS1,case_insensitive_unique,29266.0,15395.0,True
Crot,CROT,case_insensitive_unique,12500.0,6717.0,True
Cryl1,CRYL1,case_insensitive_unique,21892.0,15486.0,True
Cs,CS,case_insensitive_unique,20964.0,17079.0,True
Csad,CSAD,case_insensitive_unique,20830.0,10595.0,True
Cth,CTH,case_insensitive_unique,1212.0,1761.0,True
Ctps1,CTPS1,case_insensitive_unique,846.0,8181.0,True
Ctps2,CTPS2,case_insensitive_unique,13445.0,4845.0,True
Ctu1,CTU1,case_insensitive_unique,31687.0,10628.0,True
Ctu2,CTU2,case_insensitive_unique,26521.0,7002.0,True
Cyb5r1,CYB5R1,case_insensitive_unique,2593.0,16365.0,True
Cyb5r2,CYB5R2,case_insensitive_unique,17225.0,5101.0,True
Cyb5r3,CYB5R3,case_insensitive_unique,32823.0,29409.0,True
Cyb5r4,CYB5R4,case_insensitive_unique,11141.0,8346.0,True
Cyp11a1,CYP11A1,case_insensitive_unique,24645.0,3444.0,True
Cyp11b1,CYP11B1,case_insensitive_unique,15624.0,0.0,False
Cyp11b2,CYP11B2,case_insensitive_unique,15625.0,0.0,False
Cyp11b3,,unmatched,,,False
Cyp17a1,CYP17A1,case_insensitive_unique,19821.0,475.0,True
Cyp19a1,CYP19A1,case_insensitive_unique,24344.0,245.0,True
Cyp21,,unmatched,,,False
Cyp21a1,,unmatched,,,False
Cyp21a2,CYP21A2,case_insensitive_unique,10664.0,242.0,True
Cyp24a1,CYP24A1,case_insensitive_unique,29840.0,163.0,True
Cyp27a1,CYP27A1,case_insensitive_unique,5133.0,14000.0,True
Cyp27b1,CYP27B1,case_insensitive_unique,21027.0,495.0,True
Cyp2r1,CYP2R1,case_insensitive_unique,17320.0,2267.0,True
Cyp7a1,CYP7A1,case_insensitive_unique,14975.0,47.0,True
Cyp7b1,CYP7B1,case_insensitive_unique,15021.0,2496.0,True
D2hgdh,D2HGDH,case_insensitive_unique,5422.0,8316.0,True
Dak,,unmatched,,,False
Dao,DAO,case_insensitive_unique,21466.0,14.0,False
Dars2,DARS2,case_insensitive_unique,2346.0,3578.0,True
Dbh,DBH,case_insensitive_unique,16812.0,16.0,False
Dbt,DBT,case_insensitive_unique,1438.0,7290.0,True
Dck,DCK,case_insensitive_unique,7682.0,10599.0,True
Dctd,DCTD,case_insensitive_unique,8416.0,15975.0,True
Dcxr,DCXR,case_insensitive_unique,28428.0,24999.0,True
Ddah1,DDAH1,case_insensitive_unique,1313.0,10263.0,True
Ddah2,DDAH2,case_insensitive_unique,10634.0,31729.0,True
Ddc,DDC,case_insensitive_unique,12296.0,12.0,False
Decr1,DECR1,case_insensitive_unique,15212.0,26792.0,True
Decr2,DECR2,case_insensitive_unique,25075.0,5247.0,True
Dgat1,DGAT1,case_insensitive_unique,15686.0,9753.0,True
Dgat2,DGAT2,case_insensitive_unique,18260.0,671.0,True
Dgka,DGKA,case_insensitive_unique,20935.0,4264.0,True
Dgkb,DGKB,case_insensitive_unique,11949.0,348.0,True
Dgkd,DGKD,case_insensitive_unique,5304.0,10455.0,True
Dgke,DGKE,case_insensitive_unique,27932.0,6518.0,True
Dgkg,DGKG,case_insensitive_unique,6987.0,695.0,True
Dgkh,DGKH,case_insensitive_unique,22077.0,10646.0,True
Dgki,DGKI,case_insensitive_unique,12996.0,1259.0,True
Dgkk,DGKK,case_insensitive_unique,13697.0,11.0,False
Dgkq,DGKQ,case_insensitive_unique,7175.0,4722.0,True
Dgkz,DGKZ,case_insensitive_unique,17581.0,14169.0,True
Dguok,DGUOK,case_insensitive_unique,3889.0,30490.0,True
Dhcr7,DHCR7,case_insensitive_unique,18164.0,11565.0,True
Dhfr,DHFR,case_insensitive_unique,9133.0,8236.0,True
Dhfrl1,,unmatched,,,False
Dhodh,DHODH,case_insensitive_unique,26264.0,4625.0,True
Dhrs1,DHRS1,case_insensitive_unique,22845.0,8524.0,True
Dhrs2,DHRS2,case_insensitive_unique,22811.0,3148.0,True
Dhrs3,DHRS3,case_insensitive_unique,278.0,23825.0,True
Dhrs4,DHRS4,case_insensitive_unique,22814.0,4338.0,True
Dhrs7b,DHRS7B,case_insensitive_unique,27124.0,12782.0,True
Dhtkd1,DHTKD1,case_insensitive_unique,19000.0,8570.0,True
Dlat,DLAT,case_insensitive_unique,18542.0,10276.0,True
Dld,DLD,case_insensitive_unique,12767.0,19802.0,True
Dlst,DLST,case_insensitive_unique,23336.0,10631.0,True
Dmgdh,DMGDH,case_insensitive_unique,9113.0,1265.0,True
Dnase1,DNASE1,case_insensitive_unique,25290.0,5053.0,True
Dnase2,DNASE2,case_insensitive_unique,30557.0,13062.0,True
Dnase2b,DNASE2B,case_insensitive_unique,1295.0,78.0,True
Dnmt1,DNMT1,case_insensitive_unique,30432.0,15891.0,True
Dnmt3a,DNMT3A,case_insensitive_unique,3416.0,12029.0,True
Dnmt3b,DNMT3B,case_insensitive_unique,29511.0,1042.0,True
Dolk,DOLK,case_insensitive_unique,16714.0,9167.0,True
Dpyd,DPYD,case_insensitive_unique,1416.0,6119.0,True
Dpys,DPYS,case_insensitive_unique,15371.0,25.0,True
Dtymk,DTYMK,case_insensitive_unique,5419.0,19456.0,True
Dus2,DUS2,case_insensitive_unique,26174.0,3184.0,True
Dut,DUT,case_insensitive_unique,24307.0,40050.0,True
Ears2,EARS2,case_insensitive_unique,25574.0,3879.0,True
Ech1,ECH1,case_insensitive_unique,31170.0,30995.0,True
Echdc1,ECHDC1,case_insensitive_unique,11395.0,22760.0,True
Echdc2,ECHDC2,case_insensitive_unique,1038.0,17609.0,True
Echdc3,ECHDC3,case_insensitive_unique,18996.0,3351.0,True
Echs1,ECHS1,case_insensitive_unique,20092.0,32169.0,True
Eci1,ECI1,case_insensitive_unique,25204.0,24453.0,True
Eci2,ECI2,case_insensitive_unique,10222.0,26215.0,True
Eci3,,unmatched,,,False
Ehhadh,EHHADH,case_insensitive_unique,6977.0,2543.0,True
Elac1,ELAC1,case_insensitive_unique,28888.0,5339.0,True
Elac2,ELAC2,case_insensitive_unique,26952.0,11730.0,True
Endog,ENDOG,case_insensitive_unique,16708.0,19304.0,True
Eno1,ENO1,case_insensitive_unique,202.0,47699.0,True
Eno2,ENO2,case_insensitive_unique,20232.0,11730.0,True
Eno3,ENO3,case_insensitive_unique,26732.0,1761.0,True
Eno4,ENO4,case_insensitive_unique,19922.0,412.0,True
